Token,BIO1
Мақала,O
1,O
.,O
"

",O
Түйіндеме,B
"

",O
Кілттер,B
жұбы,I
–,O
ашық,B
кілт,I
пен,O
құпия,B
немесе,O
«,O
жабық,O
»,O
кілттің,B
сәйкес,O
жұбы,O
.,O
"

",O
Ашық,B
кілт,I
Solana,B
желісіндегі,I
тіркелгіні,O
көрсететін,O
«,O
мекенжай,B
»,O
ретінде,O
пайдаланылады,B
.,O
Ашық,B
кілтті,I
кез,O
келген,O
адаммен,O
бөлісуге,O
болады,O
.,O
"

",O
Құпия,B
кілт,I
есептік,B
жазбаның,I
өкілеттігін,B
тексеру,O
үшін,O
пайдаланылады,B
.,O
Аты,O
айтып,O
тұрғандай,O
",",O
құпия,B
кілттерді,I
әрқашан,O
құпия,B
сақтау,O
керек,O
.,O
"

",O
@solana,O
/,O
web3.js,B
жаңа,O
кілттер,B
жұбын,I
жасауға,O
немесе,O
бұрыннан,O
бар,O
құпия,B
кілтті,I
пайдаланып,B
кілттер,B
жұбын,I
құруға,O
арналған,O
көмекші,O
функцияларды,O
қамтамасыз,O
етеді,O
.,O
"

",O
Сабақ,O
"

",O
Симметриялық,O
және,O
асимметриялық,B
криптография,I
"

",O
«,O
Криптография,B
»,O
сөзбе,O
-,O
сөз,O
жасырын,B
ақпаратты,I
зерттеу,O
болып,O
табылады,O
.,O
Сіз,O
күнде,O
кездесетін,O
криптографияның,B
екі,O
негізгі,O
түрі,O
бар,O
:,O
"

",O
Симметриялық,B
криптография,I
-шифрлау,O
және,O
шифрды,O
шешу,O
үшін,O
бірдей,O
кілт,B
пайдаланылатын,B
жерде,O
.,O
Оған,O
жүздеген,O
жылдар,O
болды,O
және,O
оны,O
ежелгі,O
мысырлықтардан,O
бастап,O
патшайым,O
Елизавета,O
I,B
-,O
ге,B
дейін,O
барлығы,O
пайдаланды,B
.,O
"

",O
Симметриялық,B
криптографиялық,I
алгоритмдердің,I
алуан,O
түрі,O
бар,O
",",O
бірақ,O
бүгінгі,O
күні,O
ең,O
көп,O
таралғандары,O
AES,B
және,O
Chacha20,B
.,O
"

",O
Асимметриялық,B
криптография,I
"

",O
Асимметриялық,B
криптография,I
–,O
«,O
ашық,B
кілтті,I
криптография,I
»,O
деп,O
те,O
аталды,O
",",O
1970,O
-,O
ші,O
жылдары,O
жасалған,O
.,O
Асимметриялық,B
криптографияда,I
қатысушылардың,O
кілттері,B
(,O
немесе,O
кілттер,B
жұбы,I
),O
болады,O
.,O
Әрбір,O
кілттер,B
жұбы,I
құпия,B
кілт,I
пен,O
ашық,B
кілттен,I
тұрады,O
.,O
Асимметриялық,B
шифрлау,I
симметриялық,B
шифрлаудан,I
басқаша,O
жұмыс,O
істейді,O
және,O
әртүрлі,O
әрекеттерді,O
орындай,O
алады,O
:,O
"

",O
Шифрлау,B
:,O
егер,O
ол,O
ашық,B
кілтпен,I
шифрланған,O
болса,O
",",O
оны,O
оқу,O
үшін,O
тек,O
сол,O
кілттер,B
жұбындағы,I
құпия,B
кілтті,I
пайдалануға,B
болады,O
.,O
"

",O
Қолтаңбалар,B
:,O
егер,O
ол,O
құпия,B
кілтпен,I
шифрланған,O
болса,O
",",O
құпия,B
кілт,I
иесінің,O
оған,O
қол,B
қойғанын,O
дәлелдеу,O
үшін,O
сол,O
кілттер,B
жұбындағы,I
ашық,B
кілтті,I
пайдалануға,B
болады,O
.,O
"

",O
Сіз,O
тіпті,O
симметриялық,B
криптография,I
үшін,O
жақсы,O
кілтті,B
әзірлеу,O
үшін,O
асимметриялық,B
криптографияны,I
пайдалана,B
аласыз,O
!,O
Бұл,O
кілт,B
алмасу,I
деп,O
аталады,O
",",O
мұнда,O
сіз,O
бір,O
реттік,B
кілтін,I
жасау,O
үшін,O
ашық,B
кілттеріңізді,I
және,O
алушының,O
ашық,B
кілтін,I
пайдаланасыз,B
.,O
"

",O
Әртүрлі,O
асимметриялық,B
криптографиялық,I
алгоритмдер,I
бар,O
",",O
бірақ,O
сіз,O
бүгінде,O
ең,O
көп,O
кездесетіні,O
-ECC,O
немесе,O
RSA,B
нұсқалары,O
.,O
"

",O
Асимметриялық,B
шифрлау,I
өте,O
танымал,O
:,O
"

",O
Сіздің,O
банк,O
картаңыздың,O
ішінде,O
транзакцияларға,B
қол,B
қою,O
үшін,O
пайдаланылатын,B
құпия,B
кілт,I
бар,O
.,O
"

",O
Сіздің,O
банк,O
транзакция,B
жасағаныңызды,O
сәйкес,O
ашық,B
кілтпен,I
тексеру,O
арқылы,O
растай,O
алады,O
.,O
"

",O
Веб,B
-,I
сайттар,I
өздерінің,O
сертификатында,O
ашық,B
кілтті,I
қамтиды,O
.,O
Браузеріңіз,O
веб,O
-,O
бетке,O
жіберетін,O
деректерді,O
(,O
