Token,BIO1
2,B
бап,O
.,O
Ethereum,B
жаңартуы,O
:,O
Шанхай,B
-,I
Капелла,I
туралы,O
білуіңіз,O
керек,O
барлық,O
нәрсе,O
"

",O
Осы,O
айда,O
Ethereum,B
"""",O
Шанхай,B
-,I
Капелла,I
"""",O
жаңартуынан,O
өтеді,O
.,O
Бұл,O
2022,O
жылы,O
"""",O
Ethereum,B
бірігуінен,O
"""",O
кейінгі,O
ең,O
үлкен,O
желі,B
жаңартуы,I
.,O
"

",O
"""",O
Шанхай,B
-,I
Капелла,I
"""",O
ethereum,B
блокчейнінен,I
үлестік,B
ETH,B
-,O
ті,B
алып,O
тастауға,O
мүмкіндік,O
береді,O
",",O
оның,O
жұмысын,O
растаудан,O
үлестік,B
желіні,B
растауға,O
көшуін,O
аяқтайды,O
.,O
"

",O
Бұл,O
жаңарту,O
Ethereum,B
үшін,O
масштабталу,O
",",O
тұрақтылық,O
және,O
кең,O
ауқымды,O
қолданыс,O
кезеңін,O
бастауды,O
уәде,O
етеді,O
",",O
бірақ,O
бұл,O
күнделікті,O
Ethereum,B
пайдаланушылары,B
үшін,O
нені,O
білдіреді,O
?,O
Төменнен,O
біліп,O
алыңыз,O
:,O
"

",O
Ethereum,B
жұмысты,O
дәлелдеуден,O
blockchain,O
үлесін,B
растауға,O
көшуді,O
қашан,O
бастады,O
?,O
"

",O
2022,O
жылдың,O
қыркүйегінде,O
"""",O
Ethereum,B
Merge,I
"""",O
Ethereum,B
желісінің,I
негізгі,B
желісін,I
энергияны,O
көп,O
қажет,O
ететін,O
жұмысты,O
растайтын,O
Proof,O
of,O
Work,O
консенсус,B
механизмінен,O
энергияны,O
үнемдейтін,O
proof,B
-,I
of,I
-,I
stake,I
механизміне,O
сәтті,O
жаңартты,O
.,O
Үлесті,B
растау,O
пайдаланушыларға,B
транзакцияларды,B
растау,O
үшін,O
криптовалютаға,B
үлес,B
қосуға,O
мүмкіндік,O
береді,O
және,O
өз,O
кезегінде,O
бұл,O
пайдаланушылар,B
криптовалютаға,B
қатысқаны,O
үшін,O
марапатталады,O
.,O
"

",O
Алайда,O
",",O
бірігу,O
жеке,O
мүдделі,O
тараптарға,O
депозитке,O
Салынған,O
Ethereum,B
(,O
ETH,B
),O
немесе,O
осы,O
салымдардан,O
алынған,O
сыйақыларды,O
алуға,O
мүмкіндік,O
бермеді,O
.,O
"

",O
Дәл,O
осы,O
жерде,O
"""",O
Шанхай,B
-,I
Капелла,I
"""",O
модернизациясы,O
күшіне,O
енеді,O
",",O
өйткені,O
"""",O
Шанхай,B
-,I
Капелла,I
"""",O
ақырында,O
eth,B
ставкаларын,O
алып,O
тастауға,O
мүмкіндік,O
береді,O
.,O
"

",O
Шанхай,B
және,O
Капелла,O
екі,O
түрлі,O
жаңарту,O
ма,B
?,O
"

",O
Техникалық,O
тұрғыдан,O
",",O
иә,O
.,O
"

",O
"""",O
Шанхай,B
"""",O
жаңартуы,O
Ethereum,B
-,O
дің,O
орындалу,O
жағында,O
",",O
Ал,B
"""",O
Капелла,O
"""",O
—,O
бұл,O
консенсус,B
тұрғысынан,O
жаңарту,O
-ол,O
бірден,O
жүзеге,O
асырылады,O
.,O
"

",O
Мен,O
Ethereum,B
стейкингімен,O
айналыспаймын,O
",",O
бірақ,O
Ethereum,B
-,O
ды,O
саудалаймын,O
",",O
бұл,O
мен,O
үшін,O
нені,O
білдіреді,O
?,O
"

",O
Егер,O
сіз,O
Ethereum,B
стейкингімен,O
айналыспаған,O
болсаңыз,O
",",O
жаңарту,O
күнделікті,O
Ethereum,B
-,O
мен,O
әрекеттесуіңізді,O
өзгертпейді,O
.,O
"


",O
Мен,O
Ethereum,B
-,O
ды,O
стейкингке,O
салдым,O
",",O
бұл,O
менің,O
стейкинг,O
аккаунтыма,O
қалай,O
әсер,O
етеді,O
?,O
"
",O
Сіз,O
Blockchain.com,O
Staking,O
Earn,O
аккаунтына,O
қосымша,O
қаражат,O
қосуды,O
жалғастыра,O
аласыз,O
",",O
бірақ,O
енді,O
сіз,O
активтерді,B
ала,B
аласыз,O
.,O
"

",O
Ethereum,B
жаңартулары,I
аяқталғаннан,O
кейін,O
бірнеше,O
аптадан,O
соң,O
Blockchain.com,O
Staking,O
Earn,O
аккаунтынан,O
қаражат,O
алу,O
мүмкін,O
болады,O
деп,O
күтілуде,O
",",O
өйткені,O
ақшаны,B
шығару,O
уақыты,O
Ethereum,B
протоколымен,B
белгіленеді,O
(,O
Blockchain.com,O
емес,O
),O
.,O
"

",O
Есіңізде,O
болсын,O
",",O
сіз,O
стейкинг,O
немесе,O
басқа,O
крипто,B
өнімдеріне,O
қатысты,O
салықтарға,O
жауапты,O
болып,O
қаласыз,O
.,O
"

",O
Бұл,O
жаңарту,O
стейкингпен,O
айналысатындар,O
мен,O
Ethereum,B
желісі,I
үшін,O
үлкен,O
ілгерілеу,O
болып,O
табылғанымен,O
",",O
жаңарту,O
күнделікті,O
пайдаланушылардың,B
Ethereum,B
-,O
мен,O
өзара,O
әрекеттесуіне,O
немесе,O
желінің,B
экономикасына,B
аз,B
әсер,O
етеді,O
.,O
"

",O
Ethereum,B
#,O
ShanghaiCapellaUpgrade,O
-,O
ті,B
Blockchain.com,O
Explorer,O
-,O
де,B
қадағалай,O
аласыз,O
.,O
"
",O
