Token,BIO1
Article,O
5,O
(,O
https://blockchain.news/news/krafton-partners-with-solana-labs-to-develop-blockchain-based-games,O
),O
"

",O
Krafton,B
Partners,O
with,O
Solana,B
Labs,I
to,O
Develop,O
blockchain,B
-,I
based,I
Games,I
"

",O
Game,O
developer,O
for,O
PC,O
and,O
mobile,O
devices,O
Krafton,B
partners,O
with,O
Solana,B
Labs,I
to,O
develop,O
blockchain,B
-,I
based,I
games,I
and,O
services,O
in,O
the,O
Metaverse,B
world,I
.,O
"

",O
Annie,B
Li,I
"

",O
Mar,O
28,O
",",O
2022,O
09:05,O
"

",O
Krafton,B
Partners,O
with,O
Solana,B
Labs,I
to,O
Develop,O
blockchain,B
-,I
based,I
Games,I
"

",O
Game,O
developer,O
for,O
PC,O
and,O
mobile,O
devices,O
Krafton,B
partners,O
with,O
Solana,B
Labs,I
to,O
develop,O
blockchain,B
-,I
based,I
games,I
and,O
services,O
in,O
the,O
Metaverse,B
world,I
.,O
"

",O
Krafton,B
",",O
stylized,O
as,O
KRAFTON,B
which,O
was,O
formerly,O
known,O
as,O
Bluehole,B
",",O
is,O
a,O
South,B
Korean,I
company,O
that,O
develops,O
and,O
distributes,O
video,B
games,I
based,O
in,O
Bundang,B
-,I
gu,I
",",O
Seongnam,B
.,O
"

",O
The,O
South,B
Korean,I
gaming,O
giant,O
hopes,O
to,O
boost,O
its,O
position,O
in,O
the,O
market,O
by,O
developing,O
a,O
Metaverse,B
"""",O
money,B
-,I
making,I
"""",O
game,O
using,O
blockchain,B
technology,I
.,O
"

",O
The,O
company,O
even,O
made,O
its,O
wildly,O
popular,O
PUBG,B
game,O
free,O
last,O
year,O
.,O
PUBG,B
is,O
ranked,O
among,O
the,O
top,O
downloaded,O
games,O
on,O
Steam,B
and,O
routinely,O
has,O
close,O
to,O
10,O
million,O
active,O
users,O
.,O
"

",O
The,O
lead,O
executive,O
of,O
Web,B
3.0,I
Roundtable,I
at,O
Krafton,B
",",O
Hyungchul,B
Park,I
",",O
said,O
in,O
a,O
statement,O
that,O
:,O
"

",O
“,O
As,O
one,O
of,O
the,O
best,O
global,O
high,B
-,I
performance,I
blockchain,I
with,O
strength,O
in,O
high,B
speed,I
and,O
low,O
fees,O
",",O
Solana,B
represents,O
the,O
best,O
of,O
the,O
Web,B
3.0,I
ecosystem,I
and,O
its,O
technologies,O
.,O
Through,O
this,O
cooperation,O
",",O
KRAFTON,B
will,O
acquire,O
the,O
insight,O
needed,O
to,O
accelerate,O
its,O
investment,O
in,O
and,O
output,O
of,O
blockchain,B
-,O
based,O
experiences,O
.,O
”,O
"

",O
According,O
to,O
the,O
agreement,O
",",O
KRAFTON,B
and,O
Solana,B
Labs,I
will,O
establish,O
a,O
long,O
-,O
term,O
partnership,O
to,O
develop,O
and,O
operate,O
blockchain,B
and,O
NFT,B
-,I
based,I
games,I
and,O
services,O
.,O
However,O
",",O
Krafton,B
has,O
yet,O
to,O
say,O
whether,O
it,O
will,O
integrate,O
blockchain,B
technology,I
into,O
existing,O
games,O
.,O
"

",O
Compared,O
to,O
Ethereum,B
’s,O
Solidity,B
language,O
when,O
developing,O
play,B
-,I
to,I
-,I
earn,I
(,O
P2E,B
),O
games,O
",",O
the,O
ease,O
of,O
use,O
of,O
Solana,B
’s,O
building,O
language,O
-,O
Rust,B
will,O
give,O
Solana,B
a,O
competitive,O
edge,O
.,O
"

",O
Solana,B
has,O
already,O
rolled,O
out,O
$,O
400,O
million,O
to,O
enhance,O
Web3,B
gaming,I
over,O
the,O
last,O
six,O
months,O
.,O
