Token,BIO1
Article,O
2,O
.,O
The,O
Ethereum,B
Upgrade,O
:,O
Everything,O
You,O
Need,O
to,O
Know,O
About,O
Shanghai,B
-,I
Capella,I
"

",O
https://medium.com/blockchain/the-ethereum-upgrade-everything-you-need-to-know-about-shanghai-capella-1de5b812d6d5,O
"

",O
This,O
month,O
",",O
Ethereum,B
will,O
undergo,O
the,O
“,O
Shanghai,B
-,I
Capella,I
”,O
upgrade,O
",",O
the,O
largest,O
network,B
upgrade,O
since,O
the,O
“,O
Ethereum,B
Merge,I
”,O
in,O
2022,O
.,O
"

",O
“,O
Shanghai,B
-,I
Capella,I
”,O
will,O
enable,O
the,O
withdrawal,O
of,O
staked,B
ETH,I
from,O
the,O
Ethereum,B
blockchain,I
",",O
completing,O
its,O
transition,O
from,O
a,O
proof,B
of,I
work,I
to,O
a,O
proof,B
of,I
stake,I
network,I
.,O
"

",O
The,O
upgrade,O
promises,O
to,O
usher,O
in,O
a,O
new,O
era,O
of,O
scalability,B
",",O
sustainability,O
and,O
mainstream,O
adoption,O
for,O
Ethereum,B
",",O
but,O
what,O
does,O
it,O
mean,O
for,O
everyday,O
users,O
of,O
Ethereum,B
?,O
Find,O
out,O
below,O
:,O
"

",O
When,O
did,O
Ethereum,B
start,O
its,O
transition,O
from,O
a,O
proof,B
of,I
work,I
to,O
proof,B
of,I
stake,I
blockchain,I
?,O
"

",O
In,O
September,O
2022,O
",",O
the,O
“,O
Ethereum,B
Merge,I
”,O
successfully,O
upgraded,O
the,O
Ethereum,B
network,I
’s,O
mainnet,B
from,O
an,O
energy,O
-,O
intensive,O
proof,B
-,I
of,I
-,I
work,I
consensus,B
mechanism,O
to,O
the,O
more,O
energy,O
-,O
efficient,O
proof,B
-,I
of,I
-,I
stake,I
.,O
Proof,B
-,I
of,I
-,I
stake,I
lets,O
users,O
stake,B
cryptocurrency,B
to,O
validate,B
transactions,I
",",O
and,O
in,O
turn,O
these,O
users,O
are,O
rewarded,O
for,O
that,O
participation,O
with,O
cryptocurrency,B
.,O
"

",O
The,O
merge,O
",",O
however,O
",",O
did,O
not,O
offer,O
the,O
ability,O
to,O
let,O
individual,O
stakers,B
withdraw,O
deposited,O
Ethereum,B
(,O
ETH,B
),O
or,O
the,O
rewards,O
generated,O
by,O
those,O
deposits,O
.,O
"

",O
This,O
is,O
where,O
the,O
“,O
Shanghai,B
-,I
Capella,I
”,O
upgrade,O
comes,O
into,O
play,O
",",O
as,O
“,O
Shanghai,B
-,I
Capella,I
”,O
will,O
finally,O
enable,O
the,O
withdrawal,O
of,O
staked,B
ETH,I
.,O
"

",O
Are,O
Shanghai,B
and,O
Capella,B
two,O
different,O
upgrades,O
?,O
"

",O
Technically,O
",",O
yes,O
.,O
"

",O
The,O
“,O
Shanghai,B
”,O
upgrade,O
is,O
on,O
the,O
execution,B
side,I
of,O
Ethereum,B
",",O
whereas,O
Capella,B
is,O
the,O
upgrade,O
on,O
the,O
consensus,B
side,O
—,O
taking,O
place,O
straight,O
afterwards,O
.,O
"

",O
I,O
have,O
n’t,O
staked,O
Ethereum,B
but,O
I,O
do,O
trade,O
Ethereum,B
",",O
does,O
this,O
mean,O
for,O
me,O
?,O
"

",O
Unless,O
you,O
have,O
engaged,O
with,O
Ethereum,B
staking,I
",",O
the,O
upgrade,O
will,O
not,O
change,O
the,O
way,O
everyday,O
users,O
interact,O
with,O
Ethereum,B
.,O
"

",O
I,O
have,O
staked,O
Ethereum,B
",",O
how,O
will,O
this,O
impact,O
my,O
Staking,B
account,I
?,O
"

",O
You,O
can,O
continue,O
adding,O
to,O
your,O
Blockchain.com,O
Staking,B
Earn,I
Account,I
",",O
but,O
for,O
the,O
first,O
time,O
you,O
will,O
be,O
able,O
to,O
withdraw,O
assets,B
.,O
"

",O
We,O
expect,O
withdrawals,B
from,O
your,O
Blockchain.com,O
Staking,B
Earn,I
Account,I
to,O
be,O
available,O
a,O
few,O
weeks,O
after,O
the,O
Ethereum,B
upgrades,O
are,O
complete,O
as,O
the,O
time,O
taken,O
to,O
process,O
withdrawals,B
is,O
set,O
by,O
the,O
Ethereum,B
protocol,I
(,O
not,O
Blockchain.com,O
),O
.,O
"

",O
Remember,O
",",O
you,O
remain,O
liable,O
for,O
any,O
taxes,O
in,O
relation,O
to,O
your,O
Staking,B
or,O
other,O
crypto,B
products,O
.,O
"

",O
While,O
the,O
upgrade,O
is,O
a,O
huge,O
advance,O
forward,O
for,O
those,O
who,O
stake,B
and,O
the,O
Ethereum,B
network,I
at,O
large,O
",",O
the,O
upgrade,O
will,O
have,O
little,O
impact,O
upon,O
how,O
everyday,O
users,O
interact,O
with,O
Ethereum,B
or,O
the,O
economics,O
of,O
the,O
network,B
itself,O
.,O
"

",O
You,O
can,O
track,O
the,O
Ethereum,B
#,O
ShanghaiCapellaUpgrade,O
on,O
the,O
Blockchain.com,O
Explorer,O
