Token,BIO1
Article,O
3,O
(,O
https://www.soldev.app/course/intro-to-writing-data,O
),O
"

",O
Summary,O
"

",O
All,O
modifications,O
to,O
onchain,B
data,I
happen,O
through,O
transactions,B
.,O
Transactions,B
are,O
mostly,O
a,O
set,O
of,O
instructions,B
that,O
invoke,O
Solana,B
programs,I
.,O
Transactions,B
are,O
atomic,B
",",O
meaning,O
they,O
either,O
succeed,O
-if,O
all,O
the,O
instructions,B
have,O
executed,O
properly,O
-or,O
fail,O
",",O
as,O
if,O
the,O
transaction,B
has,O
n't,O
been,O
run,O
at,O
all,O
.,O
"

",O
Lesson,O
"

",O
Transactions,B
are,O
atomic,B
"

",O
Any,O
modification,O
to,O
onchain,B
data,I
happens,O
through,O
transactions,B
sent,O
to,O
programs,B
.,O
"

",O
A,O
transaction,B
on,O
Solana,B
is,O
similar,O
to,O
a,O
transaction,B
elsewhere,O
:,O
it,O
is,O
atomic,B
.,O
Atomic,B
means,O
the,O
entire,O
transaction,B
runs,O
or,O
fails,O
.,O
"

",O
Think,O
of,O
paying,O
for,O
something,O
online,O
:,O
"

",O
The,O
balance,O
of,O
your,O
account,B
is,O
debited,O
"

",O
The,O
bank,O
transfers,O
the,O
funds,O
to,O
the,O
merchant,B
"

",O
Both,O
of,O
these,O
things,O
need,O
to,O
happen,O
for,O
the,O
transaction,B
to,O
be,O
successful,O
.,O
If,O
either,O
of,O
them,O
fail,O
",",O
it,O
is,O
better,O
that,O
none,O
of,O
these,O
things,O
happen,O
",",O
rather,O
than,O
pay,O
the,O
merchant,B
and,O
not,O
debit,O
your,O
account,B
",",O
or,O
debit,O
the,O
account,B
but,O
not,O
pay,O
the,O
merchant,B
.,O
"

",O
Atomic,B
means,O
either,O
the,O
transaction,B
happens,O
-meaning,O
all,O
the,O
individual,O
steps,O
succeed,O
-or,O
the,O
entire,O
transaction,B
fails,O
.,O
"

",O
Transactions,B
contain,O
instructions,B
"

",O
The,O
steps,O
within,O
transaction,B
on,O
Solana,B
are,O
called,O
instructions,B
.,O
"

",O
Each,O
instruction,B
contains,O
:,O
"

",O
an,O
array,O
of,O
accounts,B
that,O
will,O
be,O
read,O
from,O
and/or,O
written,O
to,O
.,O
This,O
is,O
what,O
makes,O
Solana,B
fast,O
-transactions,O
that,O
affect,O
different,O
accounts,B
are,O
processed,O
simultaneously,O
"

",O
the,O
public,B
key,I
of,O
the,O
program,O
to,O
invoke,O
"

",O
data,O
passed,O
to,O
the,O
program,O
being,O
invoked,O
",",O
structured,O
as,O
a,O
byte,O
array,O
"

",O
When,O
a,O
transaction,B
is,O
run,O
",",O
one,O
or,O
more,O
Solana,B
programs,I
are,O
invoked,O
with,O
the,O
instructions,B
included,O
in,O
the,O
transaction,B
.,O
