Token,BIO1
Artcle,O
1,O
(,O
https://blockchain.news/news/bitcoin-displays-potential-stability-amidst-global-economic-uncertainty,O
),O
"

",O
Bitcoin,B
Displays,O
Potential,O
Stability,O
Amidst,O
Global,O
Economic,O
Uncertainty,O
"

",O
Bitcoin,B
shows,O
signs,O
of,O
stability,O
with,O
increased,O
exchange,B
outflows,I
and,O
ETF,B
inflows,I
",",O
despite,O
ongoing,O
macroeconomic,O
challenges,O
.,O
"

",O
Rebeca,B
Moen,I
"

",O
May,O
20,O
",",O
2024,O
13:37,O
"

",O
Bitcoin,B
's,O
Stability,O
amid,O
Global,O
Economic,O
Challenges,O
"

",O
According,O
to,O
a,O
recent,O
post,O
on,O
Bitfinex,B
Alpha,I
",",O
Bitcoin,B
(,O
BTC,B
),O
has,O
shown,O
signs,O
of,O
potential,O
stability,O
amidst,O
global,O
economic,O
uncertainty,O
.,O
The,O
cryptocurrency,B
achieved,O
its,O
highest,O
daily,O
close,O
last,O
week,O
since,O
April,O
12th,O
",",O
following,O
a,O
softer,O
-,O
than,O
-,O
expected,O
Consumer,B
Price,I
Index,I
(,O
CPI,B
),O
inflation,B
report,O
.,O
BTC,B
was,O
up,O
7.54,O
%,O
on,O
the,O
day,O
and,O
8.7,O
%,O
on,O
the,O
week,O
.,O
This,O
increase,O
was,O
further,O
supported,O
by,O
exchange,B
outflows,I
amounting,O
to,O
"55,000",O
BTC,B
",",O
indicating,O
a,O
supportive,O
market,B
sentiment,I
and,O
reinforcing,O
the,O
view,O
that,O
a,O
bottom,O
for,O
the,O
Bitcoin,B
price,O
has,O
been,O
reached,O
.,O
"

",O
Bitcoin,B
ETFs,B
Witness,I
Net,B
Inflows,I
"

",O
Bitcoin,B
Exchange,I
-,I
Traded,I
Funds,I
(,O
ETFs,B
),O
also,O
saw,O
net,B
inflows,I
of,O
$,O
948.3,O
million,O
over,O
the,O
past,O
week,O
",",O
reversing,O
recent,O
weeks,O
of,O
outflows,O
.,O
This,O
trend,O
suggests,O
increased,O
confidence,O
in,O
Bitcoin,B
's,O
stability,O
",",O
particularly,O
as,O
long,B
-,I
term,I
holders,I
maintain,O
their,O
positions,O
and,O
“,O
new,B
whales,I
”,O
accumulate,O
BTC,B
around,O
the,O
$,O
"60,000",O
mark,O
",",O
establishing,O
it,O
as,O
a,O
significant,O
on,B
-,I
chain,I
support,I
level,I
.,O
Even,O
short,B
-,I
term,I
holders,I
(,O
STH,B
),O
",",O
whose,O
portion,O
of,O
the,O
supply,O
has,O
increased,O
from,O
19,O
%,O
at,O
the,O
beginning,O
of,O
the,O
year,O
to,O
26.1,O
%,O
",",O
currently,O
have,O
an,O
average,O
cost,O
basis,O
of,O
approximately,O
$,O
"61,046",O
",",O
making,O
this,O
an,O
essential,O
level,O
to,O
maintain,O
to,O
avoid,O
triggering,O
sell,B
-,I
offs,I
.,O
"

",O
Global,O
Economic,O
Challenges,O
"

",O
Despite,O
these,O
positive,O
trends,O
in,O
the,O
crypto,B
market,I
",",O
the,O
global,B
economy,I
continues,O
to,O
face,O
challenges,O
.,O
The,O
CPI,B
report,I
for,O
April,O
indicated,O
some,O
signs,O
of,O
disinflation,B
",",O
with,O
a,O
0.3,O
%,O
month,O
-,O
on,O
-,O
month,O
(,O
MoM,O
),O
increase,O
and,O
a,O
3.4,O
%,O
increase,O
year,O
-,O
on,O
-,O
year,O
(,O
YoY,O
),O
.,O
However,O
",",O
the,O
Producer,B
Price,I
Index,I
for,O
April,O
rose,O
by,O
0.5,O
%,O
due,O
to,O
higher,O
service,O
costs,O
",",O
suggesting,O
persistent,O
inflation,B
.,O
The,O
housing,B
market,I
and,O
manufacturing,O
sector,O
also,O
continue,O
to,O
face,O
challenges,O
",",O
with,O
builder,O
sentiment,O
dropping,O
due,O
to,O
high,O
