Token,BIO1
Article,O
2,O
(,O
https://www.soldev.app/course/intro-to-reading-data,O
),O
"

",O
Summary,O
"

",O
SOL,B
is,O
the,O
name,O
of,O
Solana,B
’s,O
native,O
token,B
.,O
Each,O
SOL,B
is,O
made,O
from,O
1,O
billion,O
Lamports,B
.,O
"

",O
Accounts,B
store,B
tokens,O
",",O
NFTs,B
",",O
programs,B
",",O
and,O
data,O
.,O
For,O
now,O
we,O
’ll,O
focus,O
on,O
accounts,B
that,O
store,B
SOL,B
.,O
"

",O
Addresses,B
point,O
to,O
accounts,B
on,O
the,O
Solana,B
network,I
.,O
Anyone,O
can,O
read,O
the,O
data,O
in,O
a,O
given,O
address,B
.,O
Most,O
addresses,B
are,O
also,O
public,B
keys,I
.,O
"

",O
Lesson,O
"

",O
Accounts,B
"

",O
All,O
data,O
stored,O
on,O
Solana,B
is,O
stored,O
in,O
accounts,B
.,O
Accounts,B
can,O
store,B
:,O
"

",O
SOL,B
"

",O
Other,O
tokens,O
",",O
like,O
USDC,B
"

",O
NFTs,B
"

",O
Programs,B
",",O
like,O
the,O
film,O
review,O
program,O
we,O
make,O
in,O
this,O
course,O
!,O
"

",O
Program,O
data,O
",",O
like,O
a,O
film,O
review,O
for,O
the,O
program,O
above,O
!,O
"

",O
SOL,B
"

",O
SOL,B
is,O
Solana,B
's,O
native,O
token,B
-SOL,O
is,O
used,O
to,O
pay,O
transaction,B
fees,I
",",O
pay,O
rent,O
for,O
accounts,B
",",O
and,O
more,O
.,O
SOL,B
is,O
sometimes,O
shown,O
with,O
the,O
◎,O
symbol,O
.,O
Each,O
SOL,B
is,O
made,O
from,O
1,O
billion,O
Lamports,B
.,O
"

",O
In,O
the,O
same,O
way,O
that,O
finance,B
apps,O
typically,O
do,O
math,O
in,O
cents,O
(,O
for,O
USD,B
),O
",",O
pence,O
(,O
for,O
GBP,B
),O
",",O
Solana,B
apps,O
typically,O
transfer,O
",",O
spend,O
",",O
store,B
and,O
handle,O
SOL,B
as,O
Lamports,B
",",O
only,O
converting,O
to,O
full,O
SOL,B
to,O
display,O
to,O
users,O
.,O
"

",O
Addresses,B
"

",O
Addresses,B
uniquely,O
identify,O
accounts,B
.,O
Addresses,B
are,O
often,O
shown,O
as,O
base-58,O
encoded,B
strings,O
like,O
dDCQNnDmNbFVi8cQhKAgXhyhXeJ625tvwsunRyRc7c8,O
.,O
Most,O
addresses,B
on,O
Solana,B
are,O
also,O
public,B
keys,I
.,O
As,O
mentioned,O
in,O
the,O
previous,O
chapter,O
",",O
whoever,O
controls,O
the,O
matching,O
secret,B
key,I
for,O
an,O
address,B
controls,O
the,O
account,B
-for,O
example,O
",",O
the,O
person,O
with,O
the,O
secret,B
key,I
can,O
send,O
tokens,O
from,O
the,O
account,B
.,O
"
",O
