Token,BIO1
Article,O
4,O
.,O
Our,O
top,O
5,O
crypto,B
resolutions,I
"

",O
https://medium.com/blockchain/our-top-5-crypto-resolutions-d58fe079bf49,O
"

",O
Make,O
2023,O
your,O
best,O
year,O
in,O
crypto,B
"

",O
What,O
a,O
year,O
this,O
has,O
been,O
for,O
the,O
crypto,B
community,I
!,O
Despite,O
the,O
controversy,O
and,O
challenges,O
that,O
2022,O
has,O
brought,O
",",O
the,O
New,O
Year,O
is,O
upon,O
us,B
and,O
we,O
think,O
the,O
future,O
is,O
bright,O
for,O
crypto,B
.,O
"

",O
For,O
a,O
fresh,O
start,O
in,O
2023,O
",",O
we,O
’ve,O
got,O
five,O
crypto,B
resolutions,I
for,O
you,O
to,O
take,O
on,O
this,O
year,O
.,O
Like,O
all,O
resolutions,O
",",O
it,O
’s,O
best,O
not,O
to,O
overcommit,O
",",O
so,O
decide,O
what,O
’s,O
right,O
for,O
you,O
",",O
make,O
a,O
plan,O
",",O
and,O
stick,O
to,O
it,O
.,O
"

",O
Here,O
’s,O
the,O
top,O
five,O
crypto,B
resolutions,I
for,O
2023,O
:,O
"

",O
Your,O
keys,O
",",O
your,O
crypto,B
"

",O
If,O
2022,O
taught,O
us,B
anything,O
",",O
it,O
’s,O
that,O
having,O
control,O
of,O
your,O
private,B
keys,I
is,O
essential,O
.,O
"

",O
A,O
custodial,B
wallet,I
is,O
useful,O
",",O
but,O
there,O
’s,O
obviously,O
counterparty,B
risk,I
involved,O
.,O
While,O
a,O
custodial,B
wallet,I
can,O
be,O
useful,O
for,O
using,O
fiat,B
currency,I
to,O
purchase,O
crypto,B
",",O
there,O
’s,O
obviously,O
counterparty,B
risk,I
involved,O
in,O
storing,O
your,O
crypto,B
there,O
.,O
"

",O
Using,O
a,O
non,B
-,I
custodial,I
wallet,I
to,O
hold,O
your,O
crypto,B
is,O
more,O
secure,B
",",O
since,O
you,O
control,O
your,O
private,B
keys,I
and,O
hold,O
your,O
seed,O
(,O
recovery,B
),O
phrase,O
.,O
This,O
means,O
that,O
you,O
can,O
always,O
access,O
your,O
assets,B
",",O
without,O
permission,O
from,O
a,O
third,O
-,O
party,O
.,O
"

",O
Here,O
are,O
three,O
security,B
steps,O
you,O
can,O
take,O
today,O
:,O
"

",O
First,O
",",O
self,B
custody,I
your,O
crypto,B
by,O
moving,O
it,O
into,O
a,O
non,B
-,I
custodial,I
wallet,I
.,O
With,O
your,O
Blockchain.com,O
Account,B
",",O
you,O
can,O
do,O
this,O
in,O
just,O
a,O
few,O
steps,O
as,O
shown,O
in,O
this,O
article,O
.,O
"

",O
Then,O
",",O
set,O
up,O
two,B
factor,I
authentication,I
for,O
all,O
of,O
your,O
accounts,B
.,O
This,O
extra,O
layer,O
of,O
security,B
helps,O
prevent,O
unauthorized,B
logins,I
.,O
"

",O
Here,O
’s,O
how,O
you,O
enable,O
2FA,B
on,O
Blockchain.com,O
:,O
"

",O
On,O
desktop,O
:,O
"

",O
Click,O
the,O
person,O
icon,O
in,O
the,O
top,O
right,O
corner,O
.,O
"

",O
Click,O
Security,B
",",O
then,O
click,O
Enable,O
under,O
Two,B
-,I
Factor,I
Authentication,I
.,O
"

",O
Choose,O
your,O
preferred,O
2FA,B
method,O
and,O
set,O
it,O
up,O
.,O
"

",O
On,O
the,O
app,O
:,O
"

",O
Tap,O
the,O
person,O
icon,O
in,O
the,O
top,O
left,O
corner,O
.,O
"

",O
Scroll,O
down,O
to,O
Security,B
and,O
find,O
2FA,B
.,O
"

",O
Use,O
the,O
toggle,O
switch,O
to,O
enable,O
2FA,B
.,O
"

",O
Finally,O
",",O
use,O
a,O
dedicated,B
password,I
manager,I
to,O
create,O
unique,O
passwords,B
and,O
store,B
them,O
securely,B
.,O
"

",O
While,O
we,O
do,O
n’t,O
recommend,O
keeping,O
your,O
private,B
keys,I
or,O
recovery,B
phrase,I
in,O
a,O
password,B
manager,I
",",O
they,O
are,O
your,O
best,O
option,O
for,O
account,B
login,O
information,O
.,O
"

",O
Take,O
a,O
long,O
-,O
term,O
view,O
"

",O
After,O
11,O
years,O
in,O
crypto,B
",",O
we,O
’ve,O
seen,O
volatile,B
periods,I
before,O
",",O
and,O
while,O
no,O
one,O
knows,O
what,O
the,O
future,O
holds,O
",",O
we,O
’re,O
confident,O
that,O
crypto,B
is,O
part,O
of,O
it,O
.,O
"

",O
One,O
way,O
to,O
take,O
some,O
of,O
the,O
emotion,O
out,O
of,O
things,O
is,O
by,O
using,O
a,O
dollar,B
cost,I
averaging,I
strategy,I
to,O
buy,O
crypto,B
.,O
"

",O
Dollar,O
cost,O
averaging,O
is,O
a,O
strategy,O
in,O
which,O
a,O
user,O
periodically,O
purchases,O
an,O
asset,B
",",O
regardless,O
of,O
the,O
asset,B
’s,O
price,O
.,O
"

",O
Purchasing,O
in,O
smaller,O
amounts,O
over,O
time,O
means,O
that,O
you,O
’ll,O
buy,O
both,O
when,O
the,O
price,O
is,O
high,O
and,O
when,O
the,O
price,O
is,O
low,O
.,O
In,O
turn,O
",",O
this,O
smooths,O
out,O
your,O
average,O
purchase,O
price,O
.,O
"

",O
Learn,O
more,O
in,O
Dollar,O
Cost,O
Averaging,O
",",O
Explained,O
.,O
"

",O
Learn,O
something,O
new,O
"

",O
The,O
new,O
year,O
is,O
a,O
time,O
for,O
growth,O
",",O
and,O
making,O
learning,O
a,O
habit,O
is,O
a,O
great,O
way,O
to,O
do,O
that,O
.,O
"

",O
Whether,O
you,O
read,O
",",O
listen,O
",",O
or,O
watch,O
",",O
there,O
is,O
more,O
information,O
online,O
than,O
ever,O
before,O
that,O
will,O
help,O
you,O
learn,O
the,O
ins,O
and,O
outs,O
of,O
crypto,B
.,O
If,O
you,O
’ve,O
never,O
read,O
the,O
Bitcoin,B
white,I
paper,I
",",O
that,O
could,O
be,O
a,O
great,O
place,O
to,O
start,O
",",O
and,O
resources,O
like,O
Khan,B
Academy,I
offer,O
full,O
courses,O
on,O
crypto,B
–,O
for,O
free,O
.,O
"

",O
Did,O
you,O
know,O
that,O
we,O
have,O
a,O
podcast,O
and,O
YouTube,B
channel,O
in,O
addition,O
to,O
our,O
blog,O
?,O
"

",O
You,O
can,O
check,O
those,O
out,O
here,O
:,O
"

",O
The,O
Blockchain.com,O
Podcast,O
"

",O
Blockchain.com,O
on,O
YouTube,B
"

",O
Join,O
a,O
community,O
"

",O
If,O
you,O
’re,O
captivated,O
by,O
crypto,B
",",O
consider,O
attending,O
a,O
