Token,BIO1
Article,O
5,O
.,O
Blockchain.com,O
Survey,O
Reveals,O
Crypto,B
Investors,I
Are,O
Cautiously,O
Optimistic,O
Heading,O
into,O
2023,O
"

",O
https://medium.com/blockchain/blockchain-com-survey-reveals-crypto-investors-are-cautiously-optimistic-heading-into-2023-3eaa9530c893,O
"

",O
In,O
2022,O
",",O
crypto,B
hit,O
a,O
new,O
level,O
of,O
mainstream,O
awareness,O
",",O
for,O
better,O
or,O
worse,O
.,O
Coming,O
off,O
the,O
highs,O
of,O
a,O
2021,O
bull,O
run,O
where,O
Bitcoin,B
topped,O
$,O
"69,000",O
",",O
we,O
end,O
the,O
year,O
with,O
fewer,O
players,O
and,O
many,O
lessons,O
for,O
us,B
all,O
.,O
Despite,O
the,O
ups,O
and,O
downs,O
",",O
Blockchain.com,O
’s,O
long,O
-,O
term,O
vision,O
remains,O
focused,O
on,O
the,O
users,O
—,O
so,O
we,O
decided,O
to,O
ask,O
how,O
they,O
’re,O
feeling,O
.,O
"

",O
Blockchain.com,O
polled,O
consumer,B
crypto,I
investors,I
to,O
gain,O
insight,O
regarding,O
their,O
thoughts,O
and,O
opinions,O
in,O
an,O
inaugural,O
poll,O
",",O
‘,O
Crypto,B
Confidence,I
:,O
A,O
Survey,O
on,O
Investor,B
Sentiment,I
.,O
’,O
The,O
survey,O
focused,O
on,O
crypto,B
usage,O
and,O
sentiment,O
leading,O
into,O
the,O
holiday,O
season,O
and,O
the,O
new,O
year,O
.,O
"

",O
More,O
than,O
"40,000",O
respondents,O
from,O
around,O
the,O
world,O
painted,O
a,O
picture,O
of,O
cautious,B
optimism,I
.,O
Despite,O
Crypto,B
Winter,I
",",O
40,O
%,O
of,O
respondents,O
purchased,O
crypto,B
this,O
year,O
and,O
also,O
plan,O
to,O
do,O
so,O
in,O
2023,O
",",O
demonstrating,O
that,O
many,O
investors,O
remain,O
measured,O
but,O
bullish,B
.,O
In,O
addition,O
",",O
nearly,O
40,O
%,O
of,O
respondents,O
say,O
they,O
will,O
discuss,O
crypto,B
around,O
the,O
holiday,O
table,O
this,O
season,O
",",O
a,O
clear,O
indication,O
that,O
crypto,B
has,O
hit,O
mainstream,O
awareness,O
.,O
"

",O
Overall,O
results,O
include,O
:,O
"

",O
41,O
%,O
purchased,O
crypto,B
this,O
year,O
"

",O
Nearly,O
40,O
%,O
plan,O
to,O
purchase,O
crypto,B
next,O
year,O
"

",O
Looking,O
at,O
some,O
geographic,O
and,O
seasonal,O
findings,O
",",O
the,O
survey,O
revealed,O
that,O
certain,O
countries,O
are,O
more,O
bullish,B
than,O
others,O
.,O
"

",O
44,O
%,O
of,O
US,B
respondents,O
bought,O
crypto,B
this,O
year,O
and,O
40,O
%,O
plan,O
to,O
buy,O
next,O
year,O
"

",O
Ghana,B
respondents,O
are,O
pro,B
-,I
crypto,I
",",O
with,O
44,O
%,O
purchasing,O
crypto,B
this,O
year,O
",",O
60,O
%,O
planning,O
to,O
next,O
year,O
",",O
and,O
53,O
%,O
planning,O
to,O
discuss,O
crypto,B
at,O
the,O
holiday,O
table,O
"

",O
Representing,O
the,O
largest,O
group,O
of,O
respondents,O
",",O
50,O
%,O
of,O
Nigerians,O
purchased,O
crypto,B
this,O
year,O
",",O
46,O
%,O
plan,O
to,O
next,O
year,O
",",O
and,O
46,O
%,O
also,O
plan,O
to,O
discuss,O
crypto,B
at,O
the,O
holiday,O
table,O
"

",O
Brazilians,O
were,O
split,O
almost,O
50/50,O
on,O
purchasing,O
crypto,B
"

",O
Only,O
34,O
%,O
of,O
Germans,O
purchased,O
crypto,B
this,O
year,O
and,O
30,O
%,O
plan,O
to,O
next,O
year,O
"

",O
Italians,O
were,O
overwhelmingly,O
skeptical,O
of,O
crypto,B
",",O
with,O
only,O
31,O
%,O
purchasing,O
crypto,B
this,O
year,O
",",O
29,O
%,O
planning,O
to,O
purchase,O
next,O
year,O
",",O
and,O
31,O
%,O
planning,O
to,O
discuss,O
crypto,B
at,O
the,O
holiday,O
table,O
"

",O
Countries,O
with,O
the,O
highest,O
responses,O
",",O
in,O
order,O
",",O
were,O
Nigeria,B
",",O
United,B
States,I
",",O
United,B
Kingdom,I
",",O
Ghana,B
",",O
and,O
Germany,B
.,O
"

",O
Methodology,O
"

",O
More,O
than,O
"40,000",O
people,O
from,O
all,O
over,O
the,O
world,O
who,O
visited,O
the,O
Blockchain.com,O
Explorer,O
site,O
",",O
one,O
of,O
the,O
top,O
3,O
crypto,B
sites,I
in,O
terms,O
of,O
web,B
traffic,I
",",O
responded,O
to,O
survey,O
questions,O
between,O
November,O
28,O
—,O
December,O
9,O
",",O
2022,O
.,O
"
",O
