Token,BIO1
Article,O
4,O
(,O
https://www.soldev.app/course/interact-with-wallets,O
),O
"

",O
Summary,O
"

",O
Wallets,B
store,B
your,O
secret,B
key,I
and,O
handle,O
secure,B
transaction,I
signing,I
"

",O
Hardware,B
wallets,I
store,B
your,O
secret,B
key,I
on,O
a,O
separate,O
device,O
"

",O
Software,B
wallets,I
use,O
your,O
computer,O
for,O
secure,B
storage,O
"

",O
Software,B
wallets,I
are,O
often,O
browser,B
extensions,I
that,O
facilitate,O
connecting,O
to,O
websites,O
"

",O
Solana,B
’s,I
Wallet,I
-,I
Adapter,I
library,O
simplifies,O
the,O
support,O
of,O
wallet,B
browser,B
extensions,I
",",O
allowing,O
you,O
to,O
build,O
websites,O
that,O
can,O
request,O
a,O
user,O
’s,O
wallet,B
address,I
and,O
propose,O
transactions,B
for,O
them,O
to,O
sign,O
"

",O
Lesson,O
"

",O
Wallets,B
"

",O
In,O
the,O
previous,O
two,O
lessons,O
we,O
discussed,O
keypairs,B
.,O
Keypairs,B
are,O
used,O
to,O
locate,O
accounts,B
and,O
sign,O
transactions,B
.,O
While,O
the,O
public,B
key,I
of,O
a,O
keypair,B
is,O
perfectly,O
safe,O
to,O
share,O
",",O
the,O
secret,B
key,I
should,O
always,O
be,O
kept,O
in,O
a,O
secure,B
location,O
.,O
If,O
a,O
user,O
’s,O
secret,B
key,I
is,O
exposed,O
",",O
then,O
a,O
malicious,B
actor,I
could,O
drain,O
their,O
account,B
of,O
all,O
assets,B
and,O
execute,O
transactions,B
with,O
the,O
authority,B
of,O
that,O
user,O
.,O
"

",O
A,O
“,O
wallet,B
”,O
refers,O
to,O
anything,O
that,O
stores,O
a,O
secret,B
key,I
in,O
order,O
to,O
keep,O
it,O
secure,B
.,O
These,O
secure,B
storage,O
options,O
can,O
generally,O
be,O
described,O
as,O
either,O
“,O
hardware,O
”,O
or,O
“,O
software,O
”,O
wallets,B
.,O
Hardware,B
wallets,I
are,O
storage,O
devices,O
that,O
are,O
separate,O
from,O
your,O
computer,O
.,O
Software,B
wallets,I
are,O
application,O
you,O
can,O
install,O
on,O
your,O
existing,O
device(s,O
),O
.,O
"

",O
Software,B
wallets,I
often,O
come,O
in,O
the,O
form,O
of,O
a,O
browser,O
extension,O
.,O
This,O
makes,O
it,O
possible,O
for,O
websites,O
to,O
interact,O
easily,O
with,O
the,O
wallet,B
.,O
Such,O
interactions,O
are,O
usually,O
limited,O
to,O
:,O
"

",O
Seeing,O
the,O
wallet,B
’s,O
public,B
key,I
(,O
address,B
),O
"

",O
Submitting,O
transactions,B
for,O
a,O
user,O
's,O
approval,O
"

",O
Sending,O
an,O
approved,O
transaction,B
to,O
the,O
network,B
"

",O
Once,O
a,O
transaction,B
is,O
submitted,O
",",O
the,O
end,O
user,O
can,O
“,O
confirm,B
”,O
the,O
transaction,B
and,O
send,O
it,O
to,O
the,O
network,B
with,O
their,O
“,O
signature,B
.,O
”,O
"

",O
Signing,O
transactions,B
requires,O
using,O
your,O
secret,B
key,I
.,O
By,O
letting,O
a,O
site,O
submit,O
a,O
transaction,B
to,O
your,O
wallet,B
and,O
having,O
the,O
wallet,B
handle,O
the,O
signing,O
",",O
you,O
ensure,O
that,O
you,O
never,O
expose,O
your,O
secret,B
key,I
to,O
the,O
website,O
.,O
Instead,O
",",O
you,O
only,O
share,O
the,O
secret,B
key,I
with,O
the,O
wallet,B
application,O
.,O
"

",O
Unless,O
you,O
’re,O
creating,O
a,O
wallet,B
application,O
yourself,O
",",O
your,O
code,O
should,O
never,O
need,O
to,O
ask,O
a,O
user,O
for,O
their,O
secret,B
key,I
.,O
Instead,O
",",O
you,O
can,O
ask,O
users,O
to,O
connect,O
to,O
your,O
site,O
using,O
a,O
reputable,B
wallet,I
.,O
"

",O
Phantom,B
Wallet,I
"

",O
One,O
of,O
the,O
most,O
widely,O
used,O
software,B
wallets,I
in,O
the,O
Solana,B
ecosystem,I
is,O
Phantom,B
.,O
Phantom,B
supports,O
a,O
few,O
of,O
the,O
most,O
popular,O
browsers,O
and,O
has,O
a,O
mobile,O
app,O
for,O
connecting,O
on,O
the,O
go,O
.,O
You,O
’ll,O
likely,O
want,O
your,O
decentralized,B
applications,I
to,O
support,O
multiple,O
wallets,B
",",O
but,O
this,O
course,O
will,O
focus,O
on,O
Phantom,B
.,O
"

",O
Solana,B
’s,I
Wallet,I
-,I
Adapter,I
"

",O
Solana,B
’s,I
Wallet,I
-,I
Adapter,I
is,O
a,O
suite,O
of,O
libraries,O
you,O
can,O
use,O
to,O
simplify,O
the,O
process,O
of,O
supporting,O
wallet,B
browser,B
extensions,I
.,O
"

",O
Solana,B
’s,I
Wallet,I
-,I
Adapter,I
comprises,O
multiple,O
modular,O
packages,O
.,O
The,O
core,O
functionality,O
is,O
found,O
in,O
@solana,O
/,O
wallet,B
-,I
adapter,I
-,O
base,O
and,O
@solana,O
/,O
wallet,B
-,I
adapter,I
-,O
react,O
.,O
"

",O
There,O
are,O
also,O
packages,O
that,O
provide,O
components,O
for,O
common,O
UI,O
frameworks,O
.,O
In,O
this,O
lesson,O
and,O
throughout,O
this,O
course,O
",",O
we,O
’ll,O
be,O
using,O
components,O
from,O
@solana,O
/,O
wallet,B
-,I
adapter,I
-,O
react,O
-,O
ui,O
.,O
"

",O
Finally,O
",",O
there,O
are,O
packages,O
that,O
are,O
adapters,O
for,O
specific,O
wallets,B
",",O
including,O
Phantom,B
.,O
You,O
can,O
use,O
@solana,O
/,O
wallet,B
-,I
adapter,I
-,O
wallets,B
to,O
include,O
all,O
of,O
the,O
supported,O
wallets,B
",",O
or,O
you,O
can,O
choose,O
a,O
specific,O
wallet,B
package,O
like,O
@solana,O
/,O
wallet,B
-,I
adapter,I
-,O
phantom,B
.,O
"

",O
Install,O
Wallet,B
-,I
Adapter,I
Libraries,O
"

",O
When,O
adding,O
wallet,B
support,I
to,O
an,O
existing,O
react,B
app,I
",",O
you,O
start,O
by,O
installing,O
the,O
appropriate,O
packages,O
.,O
You,O
’ll,O
need,O
"

",O
All,O
wallets,B
that,O
support,O
wallet,B
standard,I
are,O
supported,O
out,O
of,O
the,O
box,O
",",O
and,O
nearly,O
all,O
current,O
Solana,B
wallets,B
support,O
wallet,B
standard,I
.,O
However,O
if,O
you,O
wish,O
to,O
add,O
support,O
for,O
any,O
wallets,B
that,O
do,O
n't,O
support,O
the,O
standard,O
",",O
add,O
a,O
package,O
for,O
them,O
.,O
"
",O
