Token,BIO1
What,O
Is,O
a,O
Blockchain,B
?,O
"
",O
A,O
blockchain,B
is,O
a,O
distributed,B
database,I
or,O
ledger,B
shared,O
among,O
a,O
computer,B
network,I
's,O
nodes,B
.,O
They,O
are,O
best,O
known,O
for,O
their,O
crucial,O
role,O
in,O
cryptocurrency,B
systems,I
for,O
maintaining,O
a,O
secure,B
and,O
decentralized,B
record,B
of,O
transactions,B
",",O
but,O
they,O
are,O
not,O
limited,O
to,O
cryptocurrency,B
uses,O
.,O
Blockchains,B
can,O
be,O
used,O
to,O
make,O
data,O
in,O
any,O
industry,O
immutable,O
—,O
the,O
term,O
used,O
to,O
describe,O
the,O
inability,O
to,O
be,O
altered,O
.,O
"
",O
Because,O
there,O
is,O
no,O
way,O
to,O
change,O
a,O
block,B
",",O
the,O
only,O
trust,O
needed,O
is,O
at,O
the,O
point,O
where,O
a,O
user,O
or,O
program,O
enters,O
data,O
.,O
This,O
aspect,O
reduces,O
the,O
need,O
for,O
trusted,B
third,O
parties,O
",",O
which,O
are,O
usually,O
auditors,O
or,O
other,O
humans,O
that,O
add,O
costs,O
and,O
make,O
mistakes,O
.,O
"
",O
Since,O
Bitcoin,B
's,O
introduction,O
in,O
2009,O
",",O
blockchain,B
uses,O
have,O
exploded,O
via,O
the,O
creation,O
of,O
various,O
cryptocurrencies,B
",",O
decentralized,B
finance,I
(,O
DeFi,B
),O
applications,O
",",O
non,B
-,I
fungible,I
tokens,I
(,O
NFTs,B
),O
",",O
and,O
smart,B
contracts,I
.,O
"

",O
KEY,B
TAKEAWAYS,O
"
",O
Blockchain,B
is,O
a,O
type,O
of,O
shared,B
database,I
that,O
differs,O
from,O
a,O
typical,O
database,B
in,O
the,O
way,O
it,O
stores,O
information,O
;,O
blockchains,B
store,B
data,O
in,O
blocks,B
linked,O
together,O
via,O
cryptography,B
.,O
"
",O
Different,O
types,O
of,O
information,O
can,O
be,O
stored,O
on,O
a,O
blockchain,B
",",O
but,O
the,O
most,O
common,O
use,O
for,O
transactions,B
has,O
been,O
as,O
a,O
ledger,B
.,O
"
",O
In,O
Bitcoin,B
’s,O
case,O
",",O
the,O
blockchain,B
is,O
decentralized,B
",",O
so,O
no,O
single,O
person,O
or,O
group,O
has,O
control,O
—,O
instead,O
",",O
all,O
users,O
collectively,O
retain,O
control,O
.,O
"
",O
Decentralized,B
blockchains,I
are,O
immutable,O
",",O
which,O
means,O
that,O
the,O
data,O
entered,O
is,O
irreversible,B
.,O
For,O
Bitcoin,B
",",O
transactions,B
are,O
permanently,O
recorded,O
and,O
viewable,O
to,O
anyone,O
.,O
"

",O
How,O
Does,O
a,O
Blockchain,B
Work,O
?,O
"
",O
You,O
might,O
be,O
familiar,O
with,O
spreadsheets,B
or,O
databases,B
.,O
A,O
blockchain,B
is,O
somewhat,O
similar,O
because,O
it,O
is,O
a,O
database,B
where,O
information,O
is,O
entered,O
and,O
stored,O
.,O
But,O
the,O
key,B
difference,O
between,O
a,O
traditional,O
database,B
or,O
spreadsheet,O
and,O
a,O
blockchain,B
is,O
how,O
the,O
data,O
is,O
structured,O
and,O
accessed,O
.,O
"
",O
A,O
blockchain,B
consists,O
of,O
programs,B
called,O
scripts,B
that,O
conduct,O
the,O
tasks,O
you,O
usually,O
would,O
in,O
a,O
database,B
:,O
Entering,O
and,O
accessing,O
information,O
and,O
saving,O
and,O
storing,O
it,O
somewhere,O
.,O
A,O
blockchain,B
is,O
distributed,O
",",O
which,O
means,O
multiple,O
copies,O
are,O
saved,O
on,O
many,O
machines,O
",",O
and,O
they,O
must,O
all,O
match,O
for,O
it,O
to,O
be,O
valid,O
.,O
"
",O
The,O
blockchain,B
collects,O
transaction,B
information,I
and,O
enters,O
it,O
into,O
a,O
4,O
MB,O
file,O
called,O
a,O
block,B
.,O
Once,O
it,O
is,O
full,O
",",O
certain,O
information,O
is,O
run,O
through,O
an,O
encryption,B
algorithm,I
",",O
which,O
creates,O
a,O
hexadecimal,B
number,I
called,O
the,O
block,B
header,I
hash,I
.,O
"
",O
The,O
hash,B
is,O
then,O
entered,O
into,O
the,O
following,O
block,B
header,I
and,O
encrypted,B
with,O
the,O
other,O
information,O
in,O
that,O
block,B
's,O
header,O
",",O
creating,O
a,O
chain,B
of,O
blocks,B
.,O
"

",O
Transaction,B
Process,O
"
",O
Transactions,B
follow,O
a,O
specific,O
process,O
",",O
depending,O
on,O
the,O
blockchain,B
they,O
are,O
taking,O
place,O
on,O
.,O
For,O
example,O
",",O
on,O
Bitcoin,B
's,O
blockchain,B
",",O
if,O
you,O
initiate,O
a,O
transaction,B
using,O
your,O
cryptocurrency,B
wallet,I
—,O
the,O
application,O
that,O
provides,O
an,O
interface,O
for,O
the,O
blockchain,B
—,O
it,O
starts,O
a,O
sequence,O
of,O
events,O
.,O
"
",O
In,O
Bitcoin,B
",",O
your,O
transaction,B
is,O
sent,O
to,O
a,O
memory,B
pool,I
",",O
where,O
it,O
is,O
stored,O
and,O
queued,O
until,O
a,O
miner,B
picks,O
it,O
up,O
.,O
Once,O
it,O
is,O
entered,O
into,O
a,O
block,B
and,O
the,O
block,B
fills,O
up,O
with,O
transactions,B
",",O
it,O
is,O
closed,O
",",O
and,O
the,O
mining,B
begins,O
.,O
"

",O
Blockchain,B
"
",O
Every,O
node,B
in,O
the,O
network,B
proposes,O
its,O
own,O
blocks,B
in,O
this,O
way,O
because,O
they,O
all,O
choose,O
different,O
transactions,B
.,O
Each,O
works,O
on,O
their,O
own,O
blocks,B
",",O
trying,O
to,O
find,O
a,O
solution,O
to,O
the,O
difficulty,O
target,O
",",O
using,O
the,O
"""",O
nonce,B
",",O
"""",O
short,O
for,O
number,O
used,O
once,O
.,O
"
",O
The,O
nonce,B
value,O
is,O
a,O
field,O
in,O
the,O
block,B
header,I
that,O
is,O
changeable,O
",",O
and,O
its,O
value,O
incrementally,O
increases,O
every,O
attempt,O
.,O
Every,O
miner,B
starts,O
with,O
a,O
nonce,B
of,I
zero,I
.,O
If,O
the,O
resulting,O
hash,B
is,O
n't,O
equal,O
to,O
or,O
less,O
than,O
the,O
target,B
hash,I
",",O
a,O
value,O
of,O
one,O
is,O
added,O
to,O
the,O
nonce,B
",",O
a,O
new,O
hash,B
is,O
generated,O
",",O
and,O
so,O
on,O
.,O
The,O
nonce,B
rolls,O
over,O
about,O
every,O
4.5,O
billion,O
attempts,O
(,O
which,O
takes,O
less,O
than,O
one,O
second,O
),O
and,O
uses,O
another,O
value,O
called,O
the,O
extra,O
nonce,B
as,O
an,O
additional,O
counter,O
.,O
This,O
continues,O
until,O
a,O
miner,B
generates,O
a,O
valid,B
hash,I
",",O
winning,O
the,O
race,B
and,O
receiving,O
the,O
reward,B
.,O
"
",O
Generating,O
these,O
hashes,O
until,O
a,O
specific,O
value,O
is,O
found,O
is,O
the,O
"""",O
proof,B
-,I
of,I
-,I
work,I
"""",O
you,O
hear,O
so,O
much,O
about,O
—,O
it,O
"""",O
proves,B
"""",O
the,O
miner,B
did,O
the,O
work,O
.,O
The,O
amount,O
of,O
work,O
it,O
takes,O
to,O
validate,O
the,O
hash,B
is,O
why,O
the,O
Bitcoin,B
network,I
consumes,O
so,O
much,O
computational,B
power,I
and,O
energy,O
.,O
"
",O
Once,O
a,O
block,B
is,O
closed,O
",",O
a,O
transaction,B
is,O
complete,O
.,O
However,O
",",O
the,O
block,B
is,O
not,O
considered,O
to,O
be,O
confirmed,O
until,O
five,O
other,O
blocks,B
have,O
been,O
validated,O
.,O
Confirmation,O
takes,O
the,O
network,B
about,O
one,O
hour,O
to,O
complete,O
because,O
it,O
averages,O
just,O
under,O
10,O
minutes,O
per,O
block,B
(,O
the,O
first,O
block,B
with,O
your,O
transaction,B
and,O
five,O
following,O
blocks,B
multiplied,O
by,O
10,O
equals,O
60,O
minutes,O
),O
.,O
"
",O
Not,O
all,O
blockchains,B
follow,O
this,O
process,O
.,O
For,O
instance,O
",",O
the,O
Ethereum,B
network,I
randomly,O
chooses,O
one,O
validator,B
from,O
all,O
users,O
with,O
ether,O
staked,O
to,O
validate,O
blocks,B
",",O
which,O
are,O
then,O
confirmed,O
by,O
the,O
network,B
.,O
This,O
is,O
much,O
faster,O
and,O
less,O
energy,O
intensive,O
than,O
Bitcoin,B
's,O
process,O
.,O
"

",O
Blockchain,B
Decentralization,B
"
",O
A,O
blockchain,B
allows,O
the,O
data,O
in,O
a,O
database,B
to,O
be,O
spread,B
out,O
among,O
several,O
network,B
nodes,B
—,O
computers,O
or,O
devices,O
running,O
software,O
for,O
the,O
blockchain,B
—,O
at,O
various,O
locations,O
.,O
This,O
not,O
only,O
creates,O
redundancy,B
but,O
maintains,O
the,O
fidelity,O
of,O
the,O
data,O
.,O
For,O
example,O
",",O
if,O
someone,O
tries,O
to,O
alter,O
a,O
record,B
at,O
one,O
instance,O
of,O
the,O
database,B
",",O
the,O
other,O
nodes,B
would,O
prevent,O
it,O
from,O
happening,O
because,O
they,O
compare,O
block,B
hashes,I
.,O
This,O
way,O
",",O
no,O
single,O
node,B
within,O
the,O
network,B
can,O
alter,O
information,O
within,O
the,O
chain,B
.,O
"
",O
Because,O
of,O
this,O
distribution,O
—,O
and,O
the,O
encrypted,B
proof,O
that,O
work,O
was,O
done,O
—,O
the,O
information,O
and,O
history,O
(,O
like,O
the,O
transactions,B
in,O
cryptocurrency,B
),O
are,O
irreversible,B
.,O
Such,O
a,O
record,B
could,O
be,O
a,O
list,O
of,O
transactions,B
(,O
such,O
as,O
with,O
a,O
cryptocurrency,B
),O
",",O
but,O
it,O
is,O
also,O
possible,O
for,O
a,O
non,B
-,I
public,I
blockchain,I
to,O
hold,O
a,O
variety,O
of,O
other,O
information,O
like,O
legal,B
contracts,I
",",O
state,B
identifications,I
",",O
or,O
a,O
company,O
's,O
inventory,O
.,O
Most,O
blockchains,B
would,O
n't,O
"""",O
store,B
"""",O
these,O
items,O
;,O
they,O
would,O
likely,O
be,O
sent,O
through,O
a,O
hashing,B
algorithm,I
and,O
represented,O
on,O
the,O
blockchain,B
by,O
a,O
token,B
.,O
"

",O
Blockchain,B
Transparency,B
"
",O
Because,O
of,O
the,O
decentralized,B
nature,O
of,O
the,O
Bitcoin,B
blockchain,I
",",O
all,O
transactions,B
can,O
be,O
transparently,O
viewed,O
by,O
downloading,O
and,O
inspecting,O
them,O
or,O
by,O
using,O
blockchain,B
explorers,I
that,O
allow,O
anyone,O
to,O
see,O
transactions,B
occurring,O
live,O
.,O
Each,O
node,B
has,O
its,O
own,O
copy,O
of,O
the,O
chain,B
that,O
gets,O
updated,O
as,O
fresh,O
blocks,B
are,O
confirmed,O
and,O
added,O
.,O
This,O
means,O
that,O
if,O
you,O
wanted,O
to,O
",",O
you,O
could,O
track,O
a,O
bitcoin,B
wherever,O
it,O
goes,O
.,O
"
",O
For,O
example,O
",",O
exchanges,O
have,O
been,O
hacked,O
in,O
the,O
past,O
",",O
resulting,O
in,O
the,O
loss,O
of,O
large,O
amounts,O
of,O
cryptocurrency,B
.,O
While,O
the,O
hackers,O
may,O
have,O
been,O
anonymous,B
—,O
except,O
for,O
their,O
wallet,B
address,I
—,O
the,O
crypto,B
they,O
extracted,O
is,O
easily,O
traceable,B
because,O
the,O
wallet,B
addresses,B
are,O
published,O
on,O
the,O
blockchain,B
.,O
"
",O
Of,O
course,O
",",O
the,O
records,O
stored,O
in,O
the,O
Bitcoin,B
blockchain,I
(,O
as,O
well,O
as,O
most,O
others,O
),O
are,O
