Token,BIO1
Article,O
2,O
(,O
https://blockchain.news/news/bitcoin-displays-potential-stability-amidst-global-economic-uncertainty,O
),O
"

",O
OKX,B
Ventures,I
Invests,O
in,O
Bitcoin,B
Layer,I
2,I
Solution,O
",",O
Bitlayer,B
"

",O
OKX,B
Ventures,I
announces,O
a,O
strategic,O
investment,O
in,O
Bitlayer,B
",",O
a,O
Bitcoin,B
Layer,I
2,I
solution,O
based,O
on,O
BitVM,B
.,O
"

",O
Jessie,B
A,I
Ellis,I
"

",O
May,O
20,O
",",O
2024,O
11:41,O
"

",O
OKX,B
Ventures,I
Invests,O
in,O
Bitlayer,B
"

",O
OKX,B
Ventures,I
",",O
the,O
investment,B
arm,I
of,O
the,O
leading,O
crypto,B
exchange,O
and,O
Web3,B
technology,I
company,O
OKX,B
",",O
has,O
announced,O
a,O
strategic,O
investment,O
in,O
Bitlayer,B
.,O
Bitlayer,B
is,O
the,O
first,O
Bitcoin,B
(,O
BTC,B
),O
security,B
-,O
equivalent,O
Layer,B
2,I
based,O
on,O
BitVM,B
.,O
"

",O
Bitlayer,B
's,O
Aim,O
"

",O
Bitlayer,B
aims,O
to,O
scale,O
the,O
Bitcoin,B
network,I
's,O
transaction,B
capability,O
.,O
The,O
company,O
supports,O
the,O
Taproot,B
and,O
BitVM,B
technologies,I
and,O
has,O
adopted,O
the,O
Discreet,B
Log,I
Contract,I
(,O
DLC,B
),O
framework,O
.,O
The,O
DLC,B
framework,O
allows,O
Bitlayer,B
to,O
handle,O
more,O
conditional,O
financial,O
applications,O
securely,B
.,O
"

",O
Bitcoin,B
's,O
Dominance,O
"

",O
Over,O
the,O
past,O
15,O
years,O
",",O
Bitcoin,B
has,O
dominated,O
53.4,O
%,O
of,O
the,O
more,O
than,O
2.28,O
trillion,O
crypto,B
assets,B
.,O
Ethereum,B
contributed,O
15.8,O
%,O
",",O
with,O
its,O
Total,B
Value,I
Locked,I
(,O
TVL,B
),O
exceeding,O
$,O
90,O
billion,O
.,O
Layer,B
2,I
solutions,O
have,O
scaled,O
to,O
$,O
39,O
billion,O
.,O
The,O
momentum,O
brought,O
by,O
the,O
Ordinals,B
",",O
Runes,B
",",O
and,O
BRC-20,B
protocols,I
are,O
evident,O
",",O
with,O
Runes,B
and,O
Ordinals,B
reaching,O
a,O
market,B
cap,I
of,O
over,O
$,O
700,O
million,O
and,O
$,O
33,O
million,O
",",O
respectively,O
.,O
This,O
equates,O
to,O
approximately,O
$,O
418,O
million,O
in,O
total,O
fees,O
.,O
Moreover,O
",",O
over,O
11.39,O
million,O
active,B
Bitcoin,I
users,I
are,O
seeking,O
diverse,O
interactions,O
within,O
the,O
Bitcoin,B
network,I
.,O
"

",O
Comments,O
from,O
OKX,B
Ventures,I
Founder,O
"

",O
OKX,B
Ventures,I
Founder,O
Dora,B
Yue,I
commented,O
on,O
the,O
investment,O
",",O
',O
Bitcoin,B
has,O
won,O
trust,O
through,O
its,O
development,O
philosophy,O
",",O
designed,O
around,O
decentralization,B
",",O
trustlessness,B
",",O
and,O
pseudonymity,B
to,O
maintain,O
user,B
privacy,I
.,O
OKX,B
Ventures,I
supports,O
Bitcoin,B
scaling,O
specifically,O
through,O
vertical,O
",",O
horizontal,O
",",O
inward,O
",",O
and,O
layered,B
scaling,I
in,O
past,O
investment,O
portfolios,O
.,O
Bitlayer,B
addresses,B
the,O
two,O
main,O
challenges,O
in,O
Bitcoin,B
Layer,I
2,I
:,O
L1,B
verification,I
and,O
a,O
trustless,B
bridge,I
.,O
This,O
is,O
achieved,O
by,O
contributing,O
to,O
the,O
BitVM,B
community,I
and,O
project,O
.,O
Since,O
the,O
launch,O
of,O
Bitlayer,B
Mainnet,I
V1,I
",",O
it,O
has,O
accumulated,O
$,O
"179,600",O
in,O
fees,O
last,O
month,O
and,O
now,O
also,O
supports,O
multiple,O
bridges,B
between,O
Bitlayer,B
and,O
other,O
Layer,B
1,I
chains,I
",",O
including,O
Bitcoin,B
/,I
EVM,I
chains,I
.,O
We,O
look,O
forward,O
to,O
seeing,O
more,O
Bitcoin,B
amplifications,O
like,O
NFTs,B
and,O
other,O
liquidity,B
assets,I
produced,O
on,O
Bitlayer,B
.,O
',O
"

",O
About,O
Bitlayer,B
"

",O
Bitlayer,B
is,O
the,O
first,O
Bitcoin,B
Layer,I
2,I
solution,O
based,O
on,O
the,O
BitVM,B
paradigm,I
.,O
Bitlayer,B
's,O
core,O
objective,O
is,O
to,O
address,B
the,O
trade,O
-,O
off,O
between,O
security,B
(,O
trustlessness,B
),O
and,O
Turing,B
completeness,I
in,O
BTC,B
layer,I
2,I
through,O
cryptographic,O
innovations,O
and,O
blockchain,B
protocol,I
engineering,I
.,O
Bitlayer,B
is,O
committed,O
to,O
becoming,O
the,O
computation,O
layer,O
for,O
Bitcoin,B
",",O
aiming,O
to,O
introduce,O
ultra,O
-,O
scalability,B
to,O
Bitcoin,B
while,O
inheriting,O
its,O
security,B
",",O
providing,O
users,O
with,O
a,O
high,B
-,I
throughput,I
",",O
low,B
-,I
cost,I
transaction,I
experience,I
.,O
"

",O
About,O
OKX,B
Ventures,I
"

",O
OKX,B
Ventures,I
is,O
the,O
investment,B
arm,I
of,O
global,O
leading,O
crypto,B
exchange,O
and,O
Web3,B
technology,I
company,O
OKX,B
",",O
with,O
an,O
initial,B
capital,I
commitment,I
of,O
USD,B
100,O
million,O
.,O
It,O
focuses,O
on,O
exploring,O
the,O
best,O
blockchain,B
projects,I
on,O
a,O
global,O
scale,O
",",O
supporting,O
cutting,O
-,O
edge,O
blockchain,B
technology,I
innovation,O
",",O
promoting,O
the,O
healthy,O
development,O
of,O
the,O
global,B
blockchain,I
industry,I
",",O
and,O
investing,O
in,O
long,O
-,O
term,O
structural,O
value,O
.,O
Through,O
its,O
commitment,O
to,O
supporting,O
entrepreneurs,O
who,O
contribute,O
to,O
the,O
development,O
of,O
the,O
blockchain,B
industry,O
",",O
OKX,B
Ventures,I
helps,O
build,O
innovative,O
companies,O
and,O
brings,O
global,O
resources,O
and,O
historical,O
experience,O
to,O
blockchain,B
projects,I
.,O
"
",O
