Token,BIO1
   ,O
Трибология,B
"  
   
   ",O
1.Кіріспе,O
"  
   
   ",O
1.1,O
Трибологияның,B
анықтамасы,O
"
   
   ",O
Трибология,B
үйкеліс,B
",",O
тозу,B
және,O
майлауды,B
зерттейтін,O
инженерия,O
саласы,O
.,O
Бұл,O
терминді,O
алғаш,O
рет,O
Питер,B
Джост,I
1966,O
жылы,O
енгізді,O
.,O
Бұл,O
ғылым,O
саласы,O
салыстырмалы,O
қозғалыстағы,O
беттер,O
арасындағы,O
өзара,O
әрекеттесудің,O
принциптері,O
мен,O
қолдану,O
аясын,O
зерттейді,O
.,O
Трибология,B
машина,O
жасау,O
",",O
материалтану,O
",",O
химия,O
және,O
физика,O
элементтері,O
сияқты,O
пәнаралық,O
салаларын,O
қамтиды,O
.,O
Бұл,O
сала,O
көптеген,O
нақты,O
мәселелерді,O
түсіну,O
және,O
шешу,O
үшін,O
қажет,O
.,O
Негізінде,O
",",O
трибология,B
әртүрлі,O
механикалық,O
жүйелердегі,O
өнімділікті,O
арттыру,O
",",O
қызмет,O
ету,O
мерзімін,O
ұзарту,O
және,O
тұтыну,O
қуатын,O
азайту,O
мақсатында,O
беттердің,O
динамикалық,O
ортада,O
қалай,O
әрекеттесетінін,O
түсінуге,O
тырысады,O
.,O
Бұл,O
кіріспенің,O
мақсаты,O
-,O
заманауи,O
технологиялар,O
мен,O
өнеркәсіптегі,O
маңыздылығын,O
көрсете,O
отырып,O
",",O
трибология,B
саласына,O
жан,O
-,O
жақты,O
шолу,O
жасау,O
.,O
"
   
   ",O
1.2,O
Трибология,B
ғылымының,O
қазіргі,O
заманғы,O
техника,O
мен,O
технологиялардағы,O
маңыздылығы,O
мен,O
өзектілігі,O
"
   
   ",O
Трибология,B
қазіргі,O
әлемде,O
әр,O
түрлі,O
салалар,O
мен,O
күнделікті,O
өмірге,O
терең,O
әсер,O
ету,O
жағынан,O
шешуші,O
рөл,O
атқарады,O
.,O
Бұл,O
саланың,O
маңыздылығы,O
оның,O
машиналар,O
мен,O
жабдықтардың,O
тиімділігін,O
",",O
беріктігі,O
мен,O
сенімділігін,O
арттыруға,O
қосқан,O
үлесіне,O
байланысты,O
артады,O
.,O
Инженерлік,O
салада,O
трибологиялық,B
өзара,O
әрекеттесулерді,O
түсіну,O
механикалық,O
компоненттердің,O
дизайны,O
мен,O
жұмысын,O
оңтайландыру,O
үшін,O
өте,O
маңызды,O
.,O
Бұл,O
қозғалмалы,O
бөлшектердегі,O
үйкелісті,B
азайтуды,O
қамтамасыз,O
ететді,O
",",O
бұл,O
өнімділікті,O
арттырып,O
қана,O
қоймай,O
",",O
сонымен,O
қатар,O
энергияны,O
айтарлықтай,O
үнемдеуге,O
мүмкіндік,O
береді,O
.,O
Тозу,B
механизмдерін,O
зерттеу,O
компоненттердің,O
қызмет,O
ету,O
мерзімін,O
ұзарту,O
үшін,O
өте,O
маңызды,O
",",O
бұл,O
шығындарды,O
азайтуға,O
және,O
ресурстарды,O
үнемдеуге,O
әкеледі,O
.,O
"
   
   ",O
Технология,O
саласында,O
трибология,B
озық,O
материалдар,O
мен,O
инновациялық,O
шешімдерді,O
әзірлеуде,O
маңызды,O
рөл,O
атқарады,O
.,O
Оның,O
принциптері,O
тұрмыстық,O
техникадан,O
аэроғарыштық,O
аппараттарға,O
дейін,O
барлығының,O
үздіксіз,O
жұмыс,O
істеуі,O
үшін,O
қажет,O
жоғары,O
тиімді,O
майлау,B
материалдары,O
мен,O
жабындарды,O
жасау,O
кезінде,O
қолданылады,O
.,O
Бұл,O
саланың,O
пәнаралық,O
сипаты,O
инженерлік,O
жобалауда,O
мүмкін,O
болатын,O
шекараларды,O
одан,O
әрі,O
кеңейте,O
отырып,O
",",O
материалтану,O
және,O
нанотехнология,O
саласындағы,O
жаңа,O
жаңалықтарды,O
біріктіруге,O
мүмкіндік,O
береді,O
.,O
"  
   
   ",O
Сонымен,O
қатар,O
",",O
трибологияның,B
өзектілігі,O
дәстүрлі,O
машина,O
жасау,O
шеңберінен,O
шығады,O
.,O
Бұл,O
жаңартылатын,O
энергия,O
жүйелерін,O
және,O
экологиялық,O
таза,O
инженерлік,O
тәжірибелерді,O
дамытуға,O
ықпал,O
ететін,O
тұрақты,O
технологияларды,O
дамыту,O
үшін,O
өте,O
маңызды,O
.,O
Трибологиялық,B
зерттеулерден,O
алынған,O
білім,O
біздің,O
заманымыздың,O
кейбір,O
өзекті,O
мәселелерін,O
",",O
соның,O
ішінде,O
энергия,O
тиімділігі,O
мен,O
экологиялық,O
тұрақтылықты,O
шешуде,O
маңызды,O
рөл,O
атқарады,O
.,O
"  
   
   ",O
2,O
.,O
Трибологияның,B
тарихи,O
болашағы,O
"
   
   ",O
2.1,O
Трибологияның,B
дамуы,O
"
   
   ",O
Трибологияның,B
ресми,O
зерттеу,O
саласы,O
ретіндегі,O
дамуы,O
ежелгі,O
өркениеттерден,O
бастау,O
алады,O
",",O
алайда,O
оны,O
нақты,O
ғылым,O
ретінде,O
20,O
ғасырда,O
қарастыра,O
бастады,O
.,O
Мысалы,O
",",O
ежелгі,O
мысырлықтар,O
жануарлардың,O
майларын,O
үлкен,O
тас,O
блоктарын,O
жылжыту,O
үшін,O
жағармай,O
ретінде,O
пайдаланған,O
.,O
Өнеркәсіптік,B
революция,I
сапалы,O
құрылғыларға,O
деген,O
қажеттіліктің,O
артуы,O
трибологиялық,B
зерттеулердің,O
дамуын,O
жылдамдатты,O
.,O
Алайда,O
",",O
тек,O
1966,O
жылы,O
Питер,B
Джосттың,I
трибология,B
бойынша,O
негізгі,O
баяндамасы,O
жарияланғаннан,O
кейін,O
ғана,O
трибология,B
жеке,O
ғылым,O
ретінде,O
бөлініп,O
шықты,O
.,O
Ол,O
өзінің,O
баяндамасында,O
машина,O
жасаудағы,O
үйкеліс,B
пен,O
тозу,B
мәселелерін,O
елемеудің,O
маңызды,O
экономикалық,O
салдарын,O
атап,O
өтті,O
",",O
бұл,O
ғылыми,O
зерттеулер,O
мен,O
әзірлемелердің,O
күрт,O
өсуіне,O
әкелді,O
.,O
"  
   
   ",O
20,O
ғасырдың,O
екінші,O
жартысыннан,O
кейін,O
трибология,B
ғылымы,O
тез,O
дамып,O
",",O
өндіріске,O
жаңа,O
материалдар,O
мен,O
технологияларды,O
енгізіле,O
бастады,O
.,O
Беттік,O
ғылым,O
",",O
материалтану,O
және,O
нанотехнологияның,O
саласындағы,O
жетістіктер,O
трибология,B
саласының,O
одан,O
әрі,O
дамуына,O
ықпал,O
жасады,O
.,O
Қазіргі,O
таңда,O
да,O
трибология,B
заманауи,O
инженерлік,O
мәселелерді,O
шешудің,O
алдыңғы,O
қатарында,O
және,O
ғылым,O
мен,O
техниканың,O
жетістіктеріне,O
сәйкес,O
үнемі,O
даму,O
үстінде,O
.,O
Осындай,O
қысқаша,O
тарихи,O
шолу,O
трибология,B
саланың,O
дамып,O
келе,O
жатқанын,O
және,O
осы,O
саланың,O
маңыздылығын,O
",",O
сонымен,O
қатар,O
оның,O
жаңа,O
өндірістік,O
қажеттіліктерге,O
бейімделу,O
қабілетін,O
көрсетеді,O
.,O
"  
   
   ",O
2.2,O
Трибология,B
ғылымының,O
негізгі,O
даму,O
кезеңдері,O
және,O
әсер,O
еткен,O
ықпалды,O
зерттеулер,O
"
   
   ",O
Трибология,B
тарихы,O
оның,O
дамуына,O
әсер,O
еткен,O
бірнеше,O
маңызды,O
кезеңдермен,O
және,O
ықпалды,O
зерттеулермен,O
